LAMMPS (31 Mar 2017)
  using 1 OpenMP thread(s) per MPI task
Reading data file ...
  orthogonal box = (-1.0556 -1.05564 -1.05564) to (83.4466 83.4466 83.4466)
  6 by 4 by 4 MPI processor grid
  reading atoms ...
  63998 atoms
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:   0          0          0         
  special bond factors coul: 0          0          0         
  0 = max # of 1-2 neighbors
  0 = max # of 1-3 neighbors
  0 = max # of 1-4 neighbors
  1 = max # of special neighbors
Finding 1-2 1-3 1-4 neighbors ...
  special bond factors lj:   0          0          1         
  special bond factors coul: 0          0          1         
  0 = max # of 1-2 neighbors
  0 = max # of 1-3 neighbors
  1 = max # of special neighbors
1 atoms in group pull
3199 atoms in group freez
PPPM initialization ...
WARNING: Using 12-bit tables for long-range coulomb (../kspace.cpp:321)
  G vector (1/distance) = 0.294194
  grid = 125 125 125
  stencil order = 5
  estimated absolute RMS force accuracy = 0.000416749
  estimated relative force accuracy = 1.25503e-06
  using double precision FFTs
  3d grid and FFT values/proc = 44109 31250
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 10000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7, bins = 13 13 13
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut/coul/long, perpetual
      attributes: half, newton on
      pair build: half/bin/newton
      stencil: half/bin/3d/newton
      bin: standard
Setting up Verlet run ...
  Unit style    : real
  Current step  : 0
  Time step     : 1
Per MPI rank memory allocation (min/avg/max) = 13.91 | 14.36 | 15.08 Mbytes
Step TotEng Temp Press PotEng KinEng Enthalpy f_9[3] f_9[4] f_9[5] f_9[6] f_9[7] 
 1748000    -10080055    923.90471   -823.40325    -10256302    176246.74    -10087304   -88.938022   -88.938022    58.113441    81.306661     3.932193 
 1748200    -10081785    919.99407   -69.712639    -10257286    175500.74    -10082399   -29.870165   -29.870165    58.113241     81.16656    3.9277988 
 1748400    -10081596    920.99133    447.19664    -10257287    175690.98    -10077662   -14.866744   -14.866744    58.113041    81.319845    3.9213087 
 1748600    -10080809    924.28564   -671.70411    -10257128    176319.41    -10086721    12.529074    12.529074    58.112841    81.262507    3.9175065 
 1748800    -10080993    921.33077    744.38039    -10256749    175755.73    -10074445      7.63054      7.63054    58.112641     81.34887    3.9121553 
 1749000    -10082125    920.22991    469.58822    -10257670    175545.73    -10077995   -44.873935   -44.873935    58.112441    81.260442    3.9061347 
 1749200    -10080343     926.2292   -902.50638    -10257033    176690.17    -10088287   -94.877966   -94.877966    58.112241    81.215016    3.8999381 
 1749400    -10080882    923.67912   -1000.8722    -10257086    176203.71    -10089692   -2.3132215   -2.3132215    58.112041    81.277129    3.8929272 
 1749600    -10081206    923.62092    743.59911    -10257399    176192.61    -10074667   -12.757698   -12.757698    58.111841    81.044242    3.8879247 
 1749800    -10081037    918.08186    20.243182    -10256173    175135.96    -10080859   -15.105265   -15.105265    58.111641    81.276848    3.8825051 
 1750000    -10079709    926.16611    659.22702    -10256387    176678.13    -10073909   -67.411502   -67.411502    58.111441     81.17525     3.875359 
 1750200    -10081732    920.19451    977.14672    -10257271    175538.97    -10073140    -39.82647    -39.82647    58.111241    81.311308    3.8692362 
 1750400    -10081333    919.62754    389.49515    -10256764    175430.82    -10077907   -33.168851   -33.168851    58.111041    81.092124    3.8643944 
 1750600    -10079124    928.20599    372.76425    -10256192    177067.27    -10075844   -12.241858   -12.241858    58.110841    81.272354      3.86201 
 1750800    -10080149    925.53153    88.598824    -10256706    176557.08    -10079369    4.9294861    4.9294861    58.110641    81.457893    3.8574771 
 1751000    -10081291    921.01231   -797.73656    -10256986    175694.98    -10088313   -3.4588969   -3.4588969    58.110441    81.321112    3.8527882 
 1751200    -10081615    919.32629    693.97512    -10256989    175373.35    -10075511   -78.711297   -78.711297    58.110241    81.306928    3.8450644 
 1751400    -10079923     925.2123    902.13059    -10256419    176496.18    -10071987   -98.213414   -98.213414    58.110041    81.087623    3.8385921 
 1751600    -10081448    925.79404   -352.32949    -10258056    176607.16    -10084548   -26.289446   -26.289446    58.109841    81.278646     3.833672 
 1751800    -10081661    921.13404   -473.27374    -10257380     175718.2    -10085826   -13.516995   -13.516995    58.109641    81.212063    3.8295754 
 1752000    -10080067    923.96941    477.69014    -10256326    176259.08    -10075864    8.3675739    8.3675739    58.109441    81.374639     3.825954 
 1752200    -10080801     926.6162   -249.08614    -10257565    176763.99    -10082993   -32.682156   -32.682156    58.109241    81.160817    3.8218421 
 1752400    -10081257    926.43541    190.84566    -10257986    176729.51    -10079579   -4.2184157   -4.2184157    58.109041    81.301267    3.8171006 
 1752600    -10082042    921.66298   -656.44879    -10257861     175819.1    -10087819   -47.197899   -47.197899    58.108841    81.107208    3.8124777 
 1752800    -10080548    927.45143   -127.75956    -10257472    176923.32    -10081672    -38.75139    -38.75139    58.108641    81.123667    3.8075402 
 1753000    -10080575    924.71482   -447.75175    -10256976    176401.28    -10084515   -41.304346   -41.304346    58.108441    81.246202    3.8012403 
 1753200    -10082086    921.67466   -104.15947    -10257908    175821.33    -10083003   -73.096591   -73.096591    58.108241    80.956743    3.7958542 
 1753400    -10080658    922.75981   -216.64192    -10256687    176028.34    -10082565   -45.690533   -45.690533    58.108041    81.114344    3.7934692 
 1753600    -10080745    922.88383    131.70324    -10256797       176052    -10079586    9.2666919    9.2666919    58.107841    81.406264    3.7883084 
 1753800    -10082539    915.88193   -1074.8498    -10257256    174716.29    -10092001   -62.578734   -62.578734    58.107641    81.097256    3.7843284 
 1754000    -10080712     920.0578    59.727162    -10256225    175512.89    -10080187   -69.131009   -69.131009    58.107441     81.22567    3.7782169 
 1754200    -10080923     921.7807    1213.7093    -10256764    175841.56    -10070252    -27.85508    -27.85508    58.107241    81.286322    3.7732081 
 1754400    -10083224    916.87761    189.15829    -10258130    174906.23    -10081560   -5.2521213   -5.2521213    58.107041    81.314035    3.7692812 
 1754600    -10082054    920.31022    624.44315    -10257615    175561.05    -10076563   -41.541506   -41.541506    58.106841    81.095901    3.7648213 
 1754800    -10080711    925.12187   -991.58651    -10257190    176478.93    -10089438   -21.739975   -21.739975    58.106641    81.168768    3.7575811 
 1755000    -10081314    922.71867   -429.27718    -10257335    176020.49    -10085092   -24.698148   -24.698148    58.106441    81.294965     3.753003 
 1755200    -10082308    918.84082    967.08148    -10257589    175280.74    -10073804   -50.110848   -50.110848    58.106241    81.133643    3.7484402 
 1755400    -10080919    924.83261    -381.7625    -10257342    176423.75    -10084278   -58.579469   -58.579469    58.106041     81.13227    3.7432294 
 1755600    -10081109     922.3928   -432.83676    -10257068    175958.33    -10084919    43.782455    43.782455    58.105841    81.391637    3.7366503 
 1755800    -10082874    921.81666   -462.62291    -10258722    175848.42    -10086943   -49.405703   -49.405703    58.105641    81.202717    3.7314777 
 1756000    -10080990    924.45402   -412.41983    -10257342    176351.53    -10084620   -35.681677   -35.681677    58.105441    81.289354    3.7243305 
 1756200    -10080925    919.16001    1042.8581    -10256266    175341.63    -10071751   -24.515117   -24.515117    58.105241    81.138639    3.7189757 
 1756400    -10082404    924.14212    24.264545    -10258696    176292.03    -10082191   -3.4832485   -3.4832485    58.105041    81.280764    3.7139292 
 1756600    -10081694     922.6736   -706.52848    -10257706    176011.89    -10087912   -27.598033   -27.598033    58.104841    81.348007    3.7112327 
 1756800    -10080510    925.81767    1478.3329    -10257122    176611.66    -10067513   -38.154489   -38.154489    58.104641    81.394704    3.7056796 
 1757000    -10082093    918.14387      762.697    -10257241    175147.79    -10075385   -28.932624   -28.932624    58.104441    81.337103     3.701935 
 1757200    -10080658    924.21851    896.97593    -10256965     176306.6    -10072771   -46.000485   -46.000485    58.104241    81.139346    3.6969051 
 1757400    -10080669    924.94045    828.69097    -10257113    176444.32    -10073380   -35.206113   -35.206113    58.104041     81.29801    3.6904406 
 1757600    -10081806    920.99478    -467.0694    -10257497    175691.64    -10085915   -31.736559   -31.736559    58.103841    81.219539    3.6858238 
 1757800    -10079653    922.81713   -408.09534    -10255692    176039.27    -10083244     1.578678     1.578678    58.103641    81.279491    3.6802125 
 1758000    -10080814    918.37953    580.50509    -10256007    175192.74    -10075706    4.2477088    4.2477088    58.103441    81.272292     3.675407 
 1758200    -10081389    920.87686   -1399.3724    -10257058    175669.14    -10093708   -3.4349945   -3.4349945    58.103241    81.191432    3.6714549 
 1758400    -10080136    925.28474    111.15617    -10256646       176510    -10079158   -39.650611   -39.650611    58.103041    81.369835    3.6671808 
 1758600    -10079642    925.01383   -1507.9256    -10256100    176458.32    -10092925   -1.8934876   -1.8934876    58.102841    81.270769    3.6619564 
 1758800    -10081224    923.25865    227.17091    -10257347     176123.5    -10079225   -29.975259   -29.975259    58.102641    81.099404     3.656481 
 1759000    -10081479    925.81191   -375.28953    -10258090    176610.57    -10084781   -45.384275   -45.384275    58.102441    81.127972     3.651895 
 1759200    -10079759    929.08785    191.83696    -10256994    177235.49    -10078071   -7.8738033   -7.8738033    58.102241    81.166622    3.6468838 
 1759400    -10081516    921.91189   -461.37522    -10257383    175866.59    -10085577    44.180213    44.180213    58.102041    81.436763    3.6421433 
 1759600    -10081066    926.41959    299.14426    -10257793    176726.49    -10078435   -41.395396   -41.395396    58.101841    81.132186    3.6354507 
 1759800    -10079831    923.83714   -446.68681    -10256065    176233.85    -10083764   -36.875342   -36.875342    58.101641    81.224515    3.6309476 
 1760000    -10079947    925.80783    15.944981    -10256556    176609.79    -10079806   -47.460236   -47.460236    58.101441    81.303168    3.6245832 
 1760200    -10081375    920.75968   -275.70519    -10257022    175646.79    -10083801   -15.578921   -15.578921    58.101241    81.290975    3.6184816 
 1760400    -10080889    924.76758    745.85641    -10257300    176411.35    -10074329     15.48888     15.48888    58.101041    81.494086    3.6149422 
 1760600    -10079568    927.59938    357.51773    -10256519    176951.55    -10076422   -5.4845268   -5.4845268    58.100841    81.190012    3.6121639 
 1760800    -10081680    925.58881   -336.15056    -10258248    176568.01    -10084637   -48.906909   -48.906909    58.100641    81.315844     3.606796 
 1761000    -10080908    922.32972    28.538503    -10256854    175946.29    -10080656   -54.565851   -54.565851    58.100441    81.147457    3.6001991 
 1761200    -10079590     926.3603    1657.4534    -10256305    176715.18    -10065017    15.904569    15.904569    58.100241    81.387819    3.5946592 
 1761400    -10081972    923.71325    423.73992    -10258182    176210.22    -10078246    11.265122    11.265122    58.100041    81.267588    3.5891388 
 1761600    -10080933    923.88055    199.31787    -10257175    176242.13    -10079179   -21.292026   -21.292026    58.099841    81.312028    3.5852873 
 1761800    -10080151    927.78375    653.36297    -10257137    176986.72    -10074404   -79.260902   -79.260902    58.099641    81.129756    3.5802906 
 1762000    -10082292    919.33116    812.87031    -10257666    175374.28    -10075145    9.5978429    9.5978429    58.099441    81.205617    3.5758168 
 1762200    -10080688    920.48386    105.50511    -10256282    175594.17    -10079759    20.025988    20.025988    58.099241    81.223974    3.5719756 
 1762400    -10080716    922.26631    -1053.202    -10256650     175934.2    -10089988   -55.609608   -55.609608    58.099041    81.213603    3.5681282 
 1762600    -10081133    924.86301   -553.96107    -10257563    176429.55    -10086008   -45.895011   -45.895011    58.098841    81.249919    3.5622209 
 1762800    -10081323    922.39423    463.43594    -10257281     175958.6    -10077247   -35.154905   -35.154905    58.098641    81.267428     3.558477 
 1763000    -10081343    925.70896    270.29037    -10257934    176590.93    -10078966   -55.926508   -55.926508    58.098441    81.266896    3.5525401 
 1763200    -10079937    925.70007   -569.74639    -10256526    176589.23    -10084951    34.314934    34.314934    58.098241    81.309137     3.545631 
 1763400    -10081902    920.68365   -126.68777    -10257535    175632.28    -10083017   -44.262505   -44.262505    58.098041    81.169828    3.5417159 
 1763600    -10081401    924.16054   -33.653677    -10257697    176295.54    -10081697   -8.2528754   -8.2528754    58.097841    81.095182    3.5345287 
 1763800    -10080281    924.44759    199.59628    -10256632     176350.3    -10078525   -43.504086   -43.504086    58.097641    81.149719    3.5309299 
 1764000    -10080843    920.60223   -518.26025    -10256460    175616.75    -10085405   -21.318511   -21.318511    58.097441    81.392496    3.5274226 
 1764200    -10081607    921.12179     832.4363    -10257323    175715.87    -10074287   -27.720272   -27.720272    58.097241    81.170701    3.5210608 
 1764400    -10081906    922.79996   -363.80249    -10257942       176036    -10085107   -1.3984325   -1.3984325    58.097041    81.213919     3.514874 
 1764600    -10080168    922.44535    78.676235    -10256137    175968.35    -10079476   -18.442391   -18.442391    58.096841    81.278738    3.5104449 
 1764800    -10081768    922.06588   -230.46194    -10257664    175895.96    -10083796   -35.274738   -35.274738    58.096641    81.236648    3.5067433 
 1765000    -10081130    919.55129   -50.482898    -10256547    175416.27    -10081575   -92.210343   -92.210343    58.096441    81.185347     3.502068 
 1765200    -10080024    923.24027   -168.33421    -10256144    176119.99    -10081506   -6.7568308   -6.7568308    58.096241    81.231992    3.4971538 
 1765400    -10081734    922.81006    787.82175    -10257772    176037.92    -10074807   -22.278536   -22.278536    58.096041    81.237871    3.4923262 
 1765600    -10080732    923.43653    -176.5733    -10256890    176157.43    -10082286    6.9337217    6.9337217    58.095841    81.308676    3.4869717 
 1765800    -10080199    923.38553   -488.22381    -10256347     176147.7    -10084496   -67.338317   -67.338317    58.095641    81.217825     3.480517 
 1766000    -10081253    922.41058   -595.71972    -10257214    175961.72    -10086495   -25.547499   -25.547499    58.095441    81.285705     3.475072 
 1766200    -10081316    924.56117   -554.59086    -10257688    176371.97    -10086195   -16.849328   -16.849328    58.095241    81.096556    3.4733284 
